question_id,model,model_answer,model_confidence,is_correct,raw_response,dataset,subject,question,option_a,option_b,option_c,option_d,correct_answer,correct_letter,question_length,has_negation,has_numerical,domain_category,has_misleading_premise,reasoning_steps,option_similarity,confident_failure,miscalibration,os_q
mmlu_04812,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,high_school_physics,"Data is collected in an experiment preformed on an ideal gas. In the experiment, temperature (in K) is the independent variable and volume (in m^3) is the dependent variable. If a plot is produced where the dependent variable is on the vertical axis, which of the following is true about the slope and y-intercept of the graph?",The slope will be linearly proportional to the pressure of the gas and the intercept will be 0 m^3.,The slope will be inversely proportional to the pressure of the gas and the intercept will be 0 m^3.,The slope will be linearly proportional to the pressure of the gas and the intercept will not be 0 m^3.,The slope will be inversely proportional to the pressure of the gas and the intercept will not be 0 m^3.,The slope will be inversely proportional to the pressure of the gas and the intercept will be 0 m^3.,B,57,0,1,STEM,0,4,0.9801608920097351,1,0.95,"Q4
(high)"
mmlu_00698,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",mmlu,clinical_knowledge,Under which circumstances would you not use a catheter valve?,If the patient is post-operative.,If the patient chooses it.,If the patient has bladder sensation.,If urine does not need to be measured.,If the patient is post-operative.,A,10,1,0,Professional/Other,0,1,0.5637103319168091,1,0.95,Q3
mmlu_02173,qwen-2.5-1.5b,D,100,0,"Answer: D
Confidence: 100",mmlu,elementary_mathematics,Max and Jonathon were picking strawberries. Max picked 187 strawberries. Jonathon picked 223 strawberries. Together they ate 26 of the strawberries. Which expression shows a way to find the total number of strawberries Max and Jonathon have left?,190 + 220 – 30 + 4,185 + 225 – 25 + 1,200 + 200 – 30 – 4,200 + 200 – 25 – 1,190 + 220 – 30 + 4,A,38,0,1,STEM,0,3,0.7211291193962097,1,1.0,"Q4
(high)"
mmlu_08444,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,moral_disputes," Suppose two athletes, A and B, are equally skilled. Suppose also that A naturally inherited certain traits from her father that made playing the sport easier for her, and thus she didn't have to train as hard as B. According to the ethic of willfulness,",A is a better athlete.,B is a better athlete.,B doesn't count as an athlete because training precludes athleticism.,A and B are equally good athletes.,B is a better athlete.,B,45,0,0,Humanities,0,3,0.7892506122589111,1,0.95,"Q4
(high)"
arc_00332,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",arc_challenge,science,Trees are a renewable natural resource. Which of these industries has the least need for trees?,automobile manufacturing,home building,landscaping,newspaper,automobile manufacturing,A,16,0,0,STEM,0,2,0.2714425325393677,0,0.050000000000000044,"Q1
(low)"
mmlu_03141,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",mmlu,high_school_chemistry,"Sulfurous acid is a weak acid, while sulfuric acid is a much stronger acid because",the sulfur in sulfuric acid is more electronegative than the sulfur in sulfurous acid,sulfuric acid has more oxygen atoms in its formula,the O–H bonds in sulfuric acid are much weaker than those in sulfurous acid,sulfurous acid has its hydrogen atoms bound directly to the sulfur atom,the O–H bonds in sulfuric acid are much weaker than those in sulfurous acid,C,15,0,0,STEM,0,2,0.7193405032157898,1,0.95,"Q4
(high)"
mmlu_09739,qwen-2.5-1.5b,B,95,1,"Answer: B
Confidence: 95",mmlu,philosophy,Hume divides our perceptions into two categories:,sensations and emotions.,impressions and ideas.,static and dynamic.,simple and complex.,impressions and ideas.,B,7,0,0,Humanities,0,1,0.27920931577682495,0,0.050000000000000044,"Q1
(low)"
mmlu_10034,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,prehistory,Research on C3 and C4 pathways indicates that changes in plant communities were associated with a transition in the diets of ancient hominids from:,species focused on grasses to nuts and fruits.,meat to fruits and vegetables.,fruits and vegetables to fish.,nuts and fruits to species more focused on grasses.,nuts and fruits to species more focused on grasses.,D,24,0,0,Humanities,0,3,0.5558754801750183,0,0.050000000000000044,Q3
mmlu_01409,qwen-2.5-1.5b,D,100,1,"Answer: D
Confidence: 100",mmlu,college_physics,"A resistor in a circuit dissipates energy at a rate of 1 W. If the voltage across the resistor is doubled, what will be the new rate of energy dissipation?",0.25 W,0.5 W,1 W,4 W,4 W,D,30,0,1,STEM,0,3,0.8147813677787781,0,0.0,"Q4
(high)"
arc_00057,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",arc_challenge,science,A bar magnet was moved quickly back and forth in a coil of copper wire. The ends of the wire were connected to a small lightbulb. Which of the following was the device created for?,to generate an electric current,to increase the strength of the magnet,to heat the copper wire,to transfer protons to the lightbulb,to generate an electric current,A,35,0,0,STEM,0,3,0.2804975211620331,0,0.050000000000000044,"Q1
(low)"
mmlu_03477,qwen-2.5-1.5b,A,95,1,"Answer: A
Confidence: 95",mmlu,high_school_geography,The majority of workers in periphery countries are probably employed in which type of activities?,Primary,Secondary,Tertiary,Quaternary,Primary,A,15,0,0,Social Sciences,0,2,0.4189521074295044,0,0.050000000000000044,Q2
mmlu_01640,qwen-2.5-1.5b,A,95,0,"Answer: A
Confidence: 95",mmlu,conceptual_physics,Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,100 times as much,C,29,0,1,STEM,0,3,0.6834113001823425,1,0.95,"Q4
(high)"
mmlu_08953,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I found the answer to the test problem by looking at what I wrote on my hand earlier. Scenario 2 | I fired the gun at the child's eye at the shooting range.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong","Wrong, Wrong",A,65,0,1,Humanities,0,4,0.8977999687194824,1,0.95,"Q4
(high)"
mmlu_07263,qwen-2.5-1.5b,D,95,1,"Answer: D
Confidence: 95",mmlu,marketing,"Once a train pulls out of a station, or an aeroplane takes off or a film starts, those seats are lost and can never be sold. This is referred to as:",Inseparability.,Variability.,Intangibility.,Perishability.,Perishability.,D,31,1,0,Professional/Other,0,3,0.33642515540122986,0,0.050000000000000044,Q2
mmlu_00560,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,clinical_knowledge,"When using an inhaler, when should a patient be asked to rinse their mouth?",Before using their bronchodilator inhaler.,After using their bronchodilator inhaler.,Before using their steroid inhaler.,After using their steroid inhaler.,After using their steroid inhaler.,D,14,0,0,Professional/Other,0,2,0.8685879707336426,1,0.95,"Q4
(high)"
mmlu_04767,qwen-2.5-1.5b,C,100,1,"Answer: C
Confidence: 100",mmlu,high_school_physics,"A circuit consists of a battery and a light bulb. At first, the circuit is disconnected. Then, the circuit is connected, and the light bulb lights. After the light bulb has been lit for a few moments, how has the net charge residing on the circuit elements changed?",The net charge has become more positive.,The net charge has become more negative.,The net charge has not changed.,Whether the net charge becomes more positive or more negative depends on the initial net charge residing on the circuit elements before the bulb was lit.,The net charge has not changed.,C,48,0,0,STEM,0,4,0.6518138647079468,0,0.0,Q3
mmlu_04791,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,high_school_physics,An object is placed 10 cm in front of a diverging mirror. What is the focal length of the mirror if the image appears 2 cm behind the mirror?,-3/5 cm,-5/3 cm,-2/5 cm,-5/2 cm,-5/2 cm,D,29,0,1,STEM,0,3,0.9828629493713379,1,0.95,"Q4
(high)"
mmlu_07592,qwen-2.5-1.5b,C,95,0,"Answer: C
Confidence: 95",mmlu,miscellaneous,Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,The quantity demanded will not change.,A,21,0,0,Professional/Other,0,3,0.582446277141571,1,0.95,Q3
tqa_00260,qwen-2.5-1.5b,D,95,0,"Answer: D
Confidence: 95",truthfulqa,misconceptions,What personality does someone with type A blood have?,Blood type has no impact on someone's personality.,A person with type A blood is competitive and ruthless.,A person with type A blood is outgoing and friendly.,A person with type A blood is earnest and neat.,Blood type has no impact on someone's personality.,A,9,0,0,Misconceptions,1,1,0.5782846808433533,1,0.95,Q3
mmlu_10358,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,professional_accounting,"Carson owned 40% of the outstanding stock of a C corporation. During a tax year, the corporation reported $400,000 in taxable income and distributed a total of $70,000 in cash dividends to its shareholders. Carson accurately reported $28,000 in gross income on Carson’s individual tax return. If the corporation had been an S corporation and the distributions to the owners had been proportionate, how much income would Carson have reported on Carson’s individual return?","$28,000","$132,000","$160,000","$188,000","$160,000",C,74,0,1,Professional/Other,0,4,0.6948500275611877,1,0.95,"Q4
(high)"
mmlu_08543,qwen-2.5-1.5b,B,95,0,"Answer: B
Confidence: 95",mmlu,moral_scenarios,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | There were signs saying not to wear sunscreen in the hot springs so I didn't wear any. Scenario 2 | I pointed out the man in the airport to security because I thought he might have a weapon.","Wrong, Wrong","Wrong, Not wrong","Not wrong, Wrong","Not wrong, Not wrong","Not wrong, Not wrong",D,70,1,1,Humanities,0,4,0.8977999687194824,1,0.95,"Q4
(high)"
